Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
CENSUS,1997,YEAR,,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,DICKENSON,51,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,91000,
CENSUS,2017,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (LESS THAN 1,000 $)",92000,58.3
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,NEW HANOVER,129,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,92000,
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,AMERICAN SAMOA,60,,,,,,AMERICAN SAMOA,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (5.0 TO 7.0 ACRES),92329,49.2
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CAMDEN,29,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,93000,
CENSUS,2002,YEAR,,COUNTY,IDAHO,16,NORTH,10,SHOSHONE,79,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,94000,
CENSUS,2012,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),95000,16.5
CENSUS,2012,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),95000,22.6
CENSUS,2002,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,YORK,199,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,95000,
CENSUS,1997,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,HINSDALE,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,95000,
CENSUS,1997,YEAR,,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,95000,
CENSUS,2017,YEAR,,STATE,NEVADA,32,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),96000,32.6
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,96000,14.3
CENSUS,2002,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,CLAYTON,63,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,96000,
CENSUS,2002,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,JOHNSON,115,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,96000,
CENSUS,2002,YEAR,,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,CLAY,15,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,96000,
CENSUS,1997,YEAR,,COUNTY,SOUTH CAROLINA,45,SOUTHERN,80,JASPER,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,96000,
CENSUS,2017,YEAR,,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WEBSTER,101,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,97000,6.9
CENSUS,2017,YEAR,,STATE,ARIZONA,4,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),97000,83.6
CENSUS,2017,YEAR,,STATE,MASSACHUSETTS,25,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (112112),97000,2.6
CENSUS,2012,YEAR,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,CLEAR CREEK,19,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,97000,3.2
CENSUS,2007,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,FLOYD,71,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,97000,
CENSUS,2002,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,LIBERTY,77,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,97000,
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,NORTHERN MARIANA ISLANDS,69,,,,,,NORTHERN MARIANA ISLANDS,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (LESS THAN 1,200 $)",97962,45
CENSUS,2017,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11191),98000,1.3
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),98000,16.2
CENSUS,2012,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (50,000 TO 99,999 $)",98000,(H)
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,98000,
CENSUS,2002,YEAR,,COUNTY,NEW JERSEY,34,NORTH,20,BERGEN,3,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,98000,
CENSUS,1997,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,BAY,5,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,98000,
CENSUS,2002,YEAR,,COUNTY,LOUISIANA,22,NORTHEAST,30,MADISON,65,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,99000,
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),100000,2.1
CENSUS,2017,YEAR,,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,BUCHANAN,27,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,101000,12.4
CENSUS,2017,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),101000,3.4
CENSUS,2017,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),101000,15.2
CENSUS,2012,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,LANCASTER,103,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,101000,7.4
CENSUS,2012,YEAR,,STATE,VERMONT,50,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1111),101000,36
CENSUS,1997,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,LIBERTY,77,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,101000,
CENSUS,1997,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,CLAYTON,63,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,101000,
CENSUS,2012,YEAR,,COUNTY,MISSISSIPPI,28,UPPER DELTA,10,BOLIVAR,11,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,18.5
CENSUS,2012,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),102000,69.8
CENSUS,2007,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,HARLAN,95,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,
CENSUS,2007,YEAR,,COUNTY,NORTH CAROLINA,37,WESTERN MOUNTAIN,20,SWAIN,173,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,
CENSUS,2002,YEAR,,COUNTY,COLORADO,8,NORTHWEST AND MOUNTAIN,10,GILPIN,47,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,
CENSUS,2002,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,NEW KENT,127,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,102000,
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,103000,
CENSUS,2002,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,MATHEWS,115,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,103000,
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,NORTHERN MARIANA ISLANDS,69,,,,,,NORTHERN MARIANA ISLANDS,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 OR MORE $)",103580,96.4
CENSUS,2017,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN COASTAL,70,CURRITUCK,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,104000,9.5
CENSUS,2002,YEAR,,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,DICKENSON,51,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,104000,
CENSUS,2002,YEAR,,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,LINCOLN,43,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,104000,
CENSUS,1997,YEAR,,STATE,VERMONT,50,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),104000,
CENSUS,2017,YEAR,,STATE,MONTANA,30,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),105000,(H)
CENSUS,2012,YEAR,,STATE,NEVADA,32,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),105000,36.8
CENSUS,2002,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,GLYNN,127,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,105000,
CENSUS,2017,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,107000,8.1
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (5,000 TO 9,999 $)",107000,56.4
CENSUS,2012,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,107000,14.4
CENSUS,2002,YEAR,,COUNTY,COLORADO,8,SAN LUIS VALLEY,80,MINERAL,79,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,107000,
CENSUS,2002,YEAR,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,107000,
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1124),108000,3.8
CENSUS,2007,YEAR,,COUNTY,VIRGINIA,51,SOUTHWESTERN,70,BUCHANAN,27,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,108000,
CENSUS,2002,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,GOGEBIC,53,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,108000,
CENSUS,1997,YEAR,,COUNTY,PENNSYLVANIA,42,EAST CENTRAL,60,PIKE,103,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,108000,
CENSUS,2017,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,QUITMAN,239,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,109000,19.4
CENSUS,2002,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,RICHMOND,159,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,109000,
CENSUS,1997,YEAR,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,109000,
CENSUS,2007,YEAR,,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,MINGO,59,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,110000,
CENSUS,1997,YEAR,,COUNTY,LOUISIANA,22,SOUTHEAST,90,SAINT CHARLES,89,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,110000,
CENSUS,1997,YEAR,,COUNTY,WEST VIRGINIA,54,EASTERN,60,TUCKER,93,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,110000,
CENSUS,2017,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",AREA OPERATED,AREA OPERATED: (180 TO 219 ACRES),111000,2.8
CENSUS,2012,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,QUITMAN,239,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,111000,5.1
CENSUS,2012,YEAR,,STATE,ARKANSAS,5,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),111000,71.2
CENSUS,2007,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,ROSCOMMON,143,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,111000,
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,VIRGIN ISLANDS OF THE US,78,,,,,,VIRGIN ISLANDS OF THE US,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 OR MORE $)",111243,37.4
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,VIRGIN ISLANDS OF THE US,78,,,,,,VIRGIN ISLANDS OF THE US,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (2,500 TO 4,999 $)",111440,34
CENSUS,2017,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),112000,21.3
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1112),112000,32.7
CENSUS,2012,YEAR,,COUNTY,MICHIGAN,26,NORTHEAST,30,ROSCOMMON,143,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,112000,4.6
CENSUS,1997,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (10,000 TO 24,999 $)",112000,
CENSUS,2017,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,CHATHAM,51,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,19.4
CENSUS,2012,YEAR,,COUNTY,NORTH CAROLINA,37,SOUTHERN COASTAL,90,NEW HANOVER,129,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,11.2
CENSUS,2012,YEAR,,COUNTY,PENNSYLVANIA,42,SOUTHEASTERN,90,PHILADELPHIA,101,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,4.7
CENSUS,2012,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),113000,45
CENSUS,2007,YEAR,,COUNTY,WISCONSIN,55,NORTH CENTRAL,20,VILAS,125,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,
CENSUS,2007,YEAR,,STATE,NEW HAMPSHIRE,33,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",IRRIGATION STATUS,IRRIGATION STATUS: (HARVESTED CROPLAND IS ENTIRELY IRRIGATED),113000,
CENSUS,2002,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,
CENSUS,1997,YEAR,,COUNTY,ARIZONA,4,SOUTHERN,80,LAPAZ,12,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,
CENSUS,1997,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,KING GEORGE,99,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113000,
CENSUS,1997,YEAR,,STATE,DELAWARE,10,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",EXPENSE,"EXPENSE: (LESS THAN 1,000 $)",113000,
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,AMERICAN SAMOA,60,,,,,,"AMERICAN SAMOA, WESTERN, TUALAUTA",0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,113836,30.2
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,AMERICAN SAMOA,60,,,,,,AMERICAN SAMOA,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,FARM SALES: (LESS THAN 100 $),113992,21.7
CENSUS,2012,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,BELL,13,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,114000,14.3
CENSUS,2012,YEAR,,STATE,MARYLAND,24,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),114000,23.8
CENSUS,2017,YEAR,,AMERICAN INDIAN RESERVATION,,,,,,,,PUEBLO OF ISLETA,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,115000,40.8
CENSUS,2012,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,MISSISSIPPI,93,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,115000,14.4
CENSUS,2007,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LETCHER,133,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,115000,
CENSUS,1997,YEAR,,COUNTY,KENTUCKY,21,EASTERN OR MOUNTAIN,60,LEE,129,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,116000,
CENSUS,2017,YEAR,,COUNTY,GEORGIA,13,WEST CENTRAL,40,CLAYTON,63,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,117000,19.4
CENSUS,2002,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,LIBERTY,179,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,117000,
CENSUS,2002,YEAR,,COUNTY,NEW YORK,36,NORTHEAST,30,WARREN,113,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,117000,
CENSUS,1997,YEAR,,COUNTY,NEW JERSEY,34,SOUTH,80,CAMDEN,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,117000,
CENSUS,1997,YEAR,,COUNTY,UTAH,49,EASTERN,60,GRAND,19,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,117000,
CENSUS,1997,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,JAMES CITY,95,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,117000,
CENSUS,2017,YEAR,,STATE,HAWAII,15,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1119),118000,76.5
CENSUS,2017,YEAR,,STATE,HAWAII,15,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11193 & 11194 & 11199),118000,76.5
CENSUS,2017,YEAR,,COUNTY,LOUISIANA,22,NORTHEAST,30,TENSAS,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,119000,14.6
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (250,000 TO 499,999 $)",119000,1.2
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (250,000 TO 499,999 $)",119000,1.2
CENSUS,2002,YEAR,,COUNTY,FLORIDA,12,NORTHWEST,10,BAY,5,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,119000,
CENSUS,2002,YEAR,,COUNTY,NORTH CAROLINA,37,NORTHERN MOUNTAIN,10,AVERY,11,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,119000,
CENSUS,1997,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,ESSEX,57,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,119000,
CENSUS,2002,YEAR,,COUNTY,NEW JERSEY,34,NORTH,20,PASSAIC,31,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,120000,
CENSUS,2012,YEAR,,COUNTY,WEST VIRGINIA,54,SOUTHWEST,40,WEBSTER,101,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,121000,7.1
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1123),121000,19.8
CENSUS,2002,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,CROSS,37,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,121000,
CENSUS,2002,YEAR,,COUNTY,MICHIGAN,26,UPPER PENINSULA,10,SCHOOLCRAFT,153,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,122000,
CENSUS,1997,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,122000,
CENSUS,2002,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,CAMDEN,39,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,123000,
CENSUS,1997,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,TREUTLEN,283,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,123000,
CENSUS,2017,YEAR,,COUNTY,VIRGINIA,51,EASTERN,60,LANCASTER,103,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,124000,12.4
CENSUS,2017,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1122),124000,(H)
CENSUS,2012,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1114),124000,50.6
CENSUS,2007,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,MISSISSIPPI,93,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,124000,
CENSUS,2002,YEAR,,COUNTY,TEXAS,48,COASTAL BEND,82,ARANSAS,7,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,124000,
CENSUS,2018,YEAR,,PUERTO RICO & OUTLYING AREAS,AMERICAN SAMOA,60,,,,,,AMERICAN SAMOA,0,,FEED,"FEED - EXPENSE, MEASURED IN $",FARM SALES,"FARM SALES: (10,000 OR MORE $)",124580,31.6
CENSUS,2017,YEAR,,STATE,KANSAS,20,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (1113),125000,72.3
CENSUS,2017,YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",NAICS CLASSIFICATION,NAICS CLASSIFICATION: (11192),125000,48.1
CENSUS,2012,YEAR,,COUNTY,LOUISIANA,22,NORTHEAST,30,TENSAS,107,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,125000,24.5
CENSUS,2012,YEAR,,STATE,ALASKA,2,,,,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",ECONOMIC CLASS,"ECONOMIC CLASS: (2,500 TO 4,999 $)",125000,7.3
CENSUS,2002,YEAR,,COUNTY,ALASKA,2,KENAI PENINSULA,30,KENAI PENINSULA,,,,0,,FEED,"FEED - EXPENSE, MEASURED IN $",TOTAL,NOT SPECIFIED,126000,
